CUSTOMER_ID,GENDER,SENIOR_CITIZEN,PARTNER,DEPENDENTS,TENURE,PHONE_SERVICE,MULTIPLE_LINES,INTERNET_SERVICE,ONLINE_SECURITY,ONLINE_BACKUP,DEVICE_PROTECTION,TECH_SUPPORT,STREAMING_TV,STREAMING_MOVIES,CONTRACT,PAPERLESS_BILLING,PAYMENT_METHOD,MONTHLY_CHARGES,TOTAL_CHARGES,CHURN
1051-GEJLJ,female,no,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.5,27.55,no
9734-YWGEX,female,no,no,no,9,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,credit_card_automatic,98.3,923.5,yes
2719-BDAQO,male,no,no,no,17,yes,no,fiber_optic,yes,no,no,no,yes,yes,month_to_month,no,electronic_check,93.85,1625.65,yes
5285-MVEHD,female,no,yes,no,56,yes,no,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_automatic,105.6,6068.65,no
0379-DJQHR,male,no,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two_year,no,credit_card_automatic,81.35,5398.6,no
0781-LKXBR,male,yes,no,no,9,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,100.5,918.6,yes
5543-QDCRY,male,no,no,no,4,yes,no,dsl,no,no,no,no,yes,no,month_to_month,yes,electronic_check,56.4,234.85,no
0297-RBCSG,male,no,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one_year,yes,bank_transfer_automatic,65.35,1231.85,no
4694-PHWFW,female,no,no,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.95,170.9,no
0835-JKADZ,female,no,no,no,71,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,111.25,7984.15,no
1907-UBQFC,male,yes,no,no,10,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,72.85,688.65,yes
7508-SMHXL,female,yes,no,no,15,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,no,credit_card_automatic,89.0,1288.3,no
3865-YIOTT,male,no,yes,yes,72,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,bank_transfer_automatic,106.1,7848.5,no
5993-BQHEA,male,no,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_automatic,20.05,267.0,no
6024-RUGGH,male,no,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_automatic,25.2,1798.9,no
6513-EECDB,male,yes,yes,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,73.55,73.55,yes
3956-CJUST,female,yes,no,no,23,yes,no,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,75.4,1643.55,no
4079-WWQQQ,male,no,no,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,65.55,4807.45,no
6103-BOCOU,female,no,no,no,26,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,electronic_check,80.7,2193.0,no
5149-TGWDZ,female,no,no,no,21,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,mailed_check,104.55,2239.4,no
7471-WNSUF,male,no,yes,no,60,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,24.15,1505.9,no
8942-DBMHZ,male,no,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.45,255.35,no
4301-VVZKA,male,no,yes,no,16,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.4,1189.4,no
9199-PWQVC,female,no,yes,no,63,yes,yes,dsl,yes,yes,no,no,yes,yes,one_year,yes,credit_card_automatic,79.7,4786.15,no
4824-GUCBY,female,yes,no,no,22,yes,no,fiber_optic,yes,yes,no,no,no,no,month_to_month,no,electronic_check,81.7,1820.9,no
5393-HJZSM,female,no,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,month_to_month,no,bank_transfer_automatic,76.3,2404.15,no
7074-IEVOJ,female,yes,no,no,3,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,79.4,205.05,yes
9625-QSTYE,female,no,no,no,13,yes,no,fiber_optic,no,yes,yes,no,no,no,month_to_month,yes,electronic_check,81.15,952.3,yes
0862-PRCBS,female,no,yes,yes,68,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,credit_card_automatic,103.75,7039.45,no
8812-ZRHFP,female,no,yes,yes,30,yes,no,fiber_optic,no,no,yes,no,no,yes,one_year,no,electronic_check,86.45,2538.05,no
5146-CBVOE,female,no,no,no,16,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,no,bank_transfer_automatic,75.1,1212.85,no
0454-OKRCT,male,no,no,no,33,yes,no,fiber_optic,no,yes,no,yes,no,no,two_year,no,bank_transfer_automatic,80.6,2651.1,no
5787-KXGIY,male,no,yes,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,19.3,1304.8,no
4750-ZRXIU,female,yes,no,no,4,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.6,360.1,yes
4198-VFOEA,female,no,no,no,12,no,no_phone_service,dsl,yes,no,no,yes,no,no,one_year,yes,mailed_check,33.6,435.45,no
6630-UJZMY,female,yes,yes,no,4,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,83.25,308.05,no
5709-LVOEQ,female,no,yes,yes,0,yes,no,dsl,yes,yes,yes,no,yes,yes,two_year,no,mailed_check,80.85,0.0,no
6400-BWQKW,female,no,no,no,6,yes,yes,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,electronic_check,79.05,434.5,yes
2692-AQCPF,female,no,yes,no,65,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_automatic,108.05,7118.9,no
0347-UBKUZ,female,no,no,no,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.9,320.45,no
0835-DUUIQ,female,no,no,yes,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_automatic,21.05,531.55,no
0811-GSDTP,female,no,no,yes,13,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,no,electronic_check,30.15,382.2,no
7567-ECMCM,male,no,no,no,24,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,credit_card_automatic,79.85,2001.0,no
6115-ZTBFQ,female,no,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_automatic,65.5,4919.7,no
6353-BRMMA,female,no,yes,yes,54,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,104.1,5645.8,no
6680-WKXRZ,female,no,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,74.4,215.8,yes
6231-WFGFH,male,no,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.5,77.6,no
9904-EHEVJ,female,yes,yes,yes,32,yes,yes,fiber_optic,no,no,yes,no,yes,no,month_to_month,yes,mailed_check,91.35,2896.55,no
7028-DVOIQ,male,yes,no,no,35,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,99.05,3395.8,yes
6169-PPETC,male,no,yes,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,20.5,759.35,no
4208-UFFGW,male,yes,no,no,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,44.95,85.15,yes
8584-KMVXD,female,no,no,no,8,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,no,electronic_check,75.6,535.55,no
8467-WYNSR,male,no,no,no,22,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,mailed_check,55.1,1253.15,no
0851-DFJKB,female,no,no,no,15,yes,no,dsl,yes,no,yes,yes,no,no,month_to_month,no,electronic_check,58.95,955.15,no
5382-SOYZL,male,no,no,no,22,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,95.1,2162.6,no
9448-REEVD,male,no,yes,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,credit_card_automatic,44.7,44.7,yes
3261-CQXOL,female,no,yes,yes,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,25.45,1813.35,no
8388-FYNPZ,male,no,no,no,4,yes,no,dsl,yes,no,yes,no,no,no,month_to_month,no,electronic_check,56.75,245.15,no
4002-BQWPQ,male,no,no,no,25,yes,yes,dsl,yes,yes,yes,yes,no,yes,month_to_month,no,bank_transfer_automatic,81.75,2028.8,no
5651-YLPRD,female,no,yes,yes,32,yes,no,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,86.1,2723.75,no
2826-DXLQO,male,yes,yes,no,7,no,no_phone_service,dsl,yes,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,29.8,220.45,no
4378-BZYFP,male,no,no,no,17,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.5,365.8,no
9489-UTFKA,male,yes,yes,no,8,yes,no,dsl,yes,no,no,no,yes,no,month_to_month,no,bank_transfer_automatic,60.9,551.95,no
4849-PYRLQ,female,yes,no,no,56,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,no,bank_transfer_automatic,73.25,4054.2,no
9117-SHLZX,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,45.7,45.7,yes
9889-TMAHG,male,yes,no,no,8,yes,no,fiber_optic,yes,no,no,yes,yes,yes,month_to_month,no,credit_card_automatic,100.3,832.35,yes
4541-RMRLG,male,no,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,electronic_check,19.25,112.3,yes
7764-BDPEE,male,no,no,yes,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.85,60.65,no
3429-IFLEM,female,no,no,no,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two_year,no,credit_card_automatic,77.35,5550.1,no
3158-MOERK,female,no,no,no,2,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,96.0,174.8,yes
7294-TMAOP,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,electronic_check,90.55,90.55,yes
5002-GCQFH,male,no,yes,no,49,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month_to_month,yes,bank_transfer_automatic,93.85,4733.1,no
0556-FJEGU,male,no,no,no,58,yes,no,dsl,no,yes,yes,yes,yes,no,two_year,no,bank_transfer_automatic,70.1,4048.95,no
8919-FYFQZ,male,yes,yes,no,44,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,electronic_check,30.35,1359.7,yes
0604-THJFP,female,no,yes,yes,59,yes,no,dsl,no,yes,no,yes,yes,yes,two_year,yes,credit_card_automatic,75.95,4542.35,no
2834-JRTUA,male,no,no,no,71,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,electronic_check,108.05,7532.15,yes
5875-YPQFJ,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.9,69.9,yes
5879-SESNB,female,no,no,no,11,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,75.25,888.65,no
6646-QVXLR,male,yes,yes,no,62,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,103.75,6383.35,yes
6461-PPAXN,female,no,yes,yes,35,yes,no,dsl,yes,no,no,yes,no,no,one_year,yes,bank_transfer_automatic,54.95,1916.0,no
3318-ISQFQ,female,no,no,no,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,bank_transfer_automatic,19.5,413.0,no
1106-HRLKZ,male,no,yes,yes,40,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.6,808.95,no
2483-XSSMZ,female,no,no,no,39,yes,no,dsl,yes,no,no,no,no,no,one_year,yes,electronic_check,47.85,1886.4,no
8603-IJWDN,male,no,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,86.6,86.6,yes
8165-ZJRNM,female,no,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,23.75,1679.25,no
9369-XFEHK,female,yes,yes,no,33,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,bank_transfer_automatic,80.6,2656.5,yes
2604-XVDAM,female,no,no,no,12,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,43.8,540.95,no
3717-OFRTN,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_automatic,19.75,19.75,no
9046-JBFWA,male,no,no,yes,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.15,537.35,no
3280-NMUVX,male,no,yes,yes,34,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_automatic,19.6,678.8,no
1206-EHBDD,female,no,yes,no,56,yes,no,fiber_optic,yes,no,yes,no,no,no,two_year,no,bank_transfer_automatic,80.3,4513.65,no
8361-LBRDI,female,no,no,no,58,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,24.35,1423.85,no
4883-KCPZJ,female,no,yes,yes,22,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,25.25,555.4,no
9108-EQPNQ,female,no,yes,yes,10,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,26.1,225.55,no
7277-KAMWT,male,no,no,no,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_automatic,20.0,268.45,no
3842-IYKUE,female,no,no,no,35,yes,yes,fiber_optic,no,yes,no,yes,no,no,month_to_month,no,credit_card_automatic,85.3,2917.5,yes
6641-XRPSU,female,no,no,no,34,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_automatic,70.0,2416.1,yes
1374-DMZUI,female,yes,no,no,4,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,94.3,424.45,yes
2545-LXYVJ,male,no,yes,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,20.7,1492.1,no
3234-VKACU,male,no,no,no,2,yes,no,dsl,no,no,no,yes,yes,yes,month_to_month,no,electronic_check,70.3,132.4,no
8357-EQXFO,female,no,no,no,7,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,95.35,660.9,yes
1989-PRJHP,male,yes,yes,no,27,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.5,1893.95,yes
8120-JDCAM,male,no,yes,yes,4,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,69.55,284.9,no
8917-FAEMR,female,no,no,no,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.85,784.25,no
7047-YXDMZ,male,no,no,no,21,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.0,417.7,no
2858-EIMXH,female,yes,yes,no,53,yes,yes,fiber_optic,no,no,no,no,yes,yes,one_year,yes,credit_card_automatic,95.85,5016.25,no
9524-EGPJC,female,no,no,no,18,yes,yes,fiber_optic,no,no,no,yes,no,yes,month_to_month,yes,electronic_check,90.1,1612.75,yes
6993-OHLXR,female,no,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,68.95,119.75,yes
8818-XYFCQ,male,no,yes,yes,32,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,credit_card_automatic,99.55,3204.65,yes
6419-ZTTLE,male,yes,yes,no,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,electronic_check,20.75,485.2,no
0929-HYQEW,male,no,no,no,3,yes,no,dsl,yes,no,no,no,no,no,month_to_month,yes,mailed_check,50.15,160.85,no
6614-YOLAC,female,no,yes,yes,71,no,no_phone_service,dsl,yes,yes,no,yes,yes,yes,two_year,no,mailed_check,58.65,4145.25,no
7426-RHZGU,male,no,no,no,9,yes,no,fiber_optic,no,no,no,yes,yes,yes,month_to_month,yes,bank_transfer_automatic,95.9,827.45,no
4065-JJAVA,female,no,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month_to_month,no,electronic_check,49.5,49.5,no
4695-VADHF,male,no,yes,yes,18,yes,no,dsl,no,no,yes,no,no,yes,month_to_month,no,electronic_check,57.45,990.85,yes
3863-IUBJR,male,no,yes,yes,12,yes,no,dsl,no,no,no,no,no,yes,one_year,no,credit_card_automatic,53.65,696.35,yes
7649-SIJJF,male,no,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,yes,mailed_check,80.1,5585.4,no
9361-YNQWJ,female,no,no,no,64,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_automatic,24.4,1601.2,no
3748-FVMZZ,male,no,no,no,4,no,no_phone_service,dsl,no,no,no,yes,no,yes,month_to_month,yes,electronic_check,40.05,162.45,no
9391-TTOYH,female,no,no,no,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.5,470.2,no
1452-XRSJV,female,no,yes,yes,39,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,credit_card_automatic,51.05,2066.0,no
3422-WJOYD,male,no,yes,no,28,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.35,1426.45,no
8242-SOQUO,female,yes,no,no,5,yes,no,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,84.7,392.5,no
7460-ITWWP,female,yes,yes,no,45,yes,no,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,electronic_check,86.1,3861.45,no
7147-AYBAA,male,no,no,no,37,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,70.35,2552.9,no
7868-TMWMZ,female,yes,yes,no,60,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,110.0,6668.35,no
4822-RVYBB,male,yes,no,no,8,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,100.6,819.4,yes
6732-FZUGP,female,no,no,no,47,yes,yes,fiber_optic,yes,no,yes,no,yes,no,one_year,no,credit_card_automatic,94.9,4615.25,no
8436-BJUMM,male,no,yes,yes,26,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,83.75,2070.6,yes
4184-TJFAN,female,yes,yes,yes,3,yes,no,fiber_optic,yes,no,no,yes,yes,no,month_to_month,yes,mailed_check,88.3,273.75,yes
8329-GWVPJ,female,no,yes,yes,50,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,69.75,3557.7,no
1352-VHKAJ,male,no,yes,yes,27,yes,yes,dsl,no,no,no,yes,yes,yes,month_to_month,no,bank_transfer_automatic,71.6,1957.1,no
4145-UQXUQ,female,yes,no,no,8,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,92.1,729.95,yes
2632-TACXW,female,no,yes,no,62,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_automatic,23.65,1416.75,no
8146-QQKZH,female,no,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_automatic,81.85,5924.4,no
1767-CJKBA,male,no,no,no,66,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.1,1697.7,no
6445-TNRXS,male,no,yes,yes,68,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_automatic,114.7,7849.85,no
4581-LNWUM,female,no,no,no,13,no,no_phone_service,dsl,no,no,yes,no,yes,yes,month_to_month,no,electronic_check,49.15,649.4,no
4869-EPIUS,male,no,yes,no,56,yes,no,fiber_optic,no,no,no,no,no,yes,one_year,yes,electronic_check,80.9,4557.5,no
9948-YPTDG,male,no,yes,no,38,yes,no,fiber_optic,yes,yes,no,no,no,no,month_to_month,yes,electronic_check,79.45,3013.05,yes
1236-WFCDV,male,yes,no,no,14,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,credit_card_automatic,90.45,1266.1,yes
1915-OAKWD,female,no,no,yes,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_automatic,19.3,360.35,no
7296-PIXQY,female,no,yes,yes,14,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,70.2,1046.5,no
4883-QICIH,male,no,yes,yes,32,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_automatic,69.75,2347.9,yes
3354-OADJP,female,no,no,no,8,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,bank_transfer_automatic,54.25,447.75,no
3524-WQDSG,female,no,yes,yes,43,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,bank_transfer_automatic,99.3,4209.95,no
0810-DHDBD,female,no,no,no,52,yes,yes,dsl,yes,no,yes,yes,yes,no,one_year,no,credit_card_automatic,74.0,3877.65,no
4026-SKKHW,male,no,no,no,3,yes,no,dsl,no,no,no,yes,no,no,month_to_month,yes,mailed_check,50.25,152.3,no
2829-HYVZP,male,no,no,no,29,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.8,572.2,no
8329-IBCTI,female,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.65,19.65,yes
1271-SJBGZ,male,yes,no,no,12,no,no_phone_service,dsl,no,no,yes,yes,no,yes,month_to_month,yes,electronic_check,43.65,526.95,yes
3845-JHAMY,female,no,yes,yes,16,no,no_phone_service,dsl,no,no,no,no,no,yes,month_to_month,yes,credit_card_automatic,35.5,552.7,no
7013-PSXHK,female,no,no,no,40,yes,yes,dsl,no,no,yes,yes,yes,yes,one_year,yes,mailed_check,80.75,3208.65,no
5669-SRAIP,female,no,no,no,5,no,no_phone_service,dsl,no,no,yes,no,no,yes,month_to_month,no,electronic_check,39.5,210.75,yes
5981-ITEMU,male,no,yes,no,40,yes,yes,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,97.1,3706.95,yes
3486-NPGST,female,no,no,no,36,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.55,620.75,no
6941-PMGEP,female,no,no,no,5,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,80.0,412.5,yes
1624-WOIWJ,female,no,no,no,10,yes,no,fiber_optic,yes,no,no,no,yes,no,month_to_month,yes,mailed_check,84.7,832.05,yes
2074-GKOWZ,male,no,yes,yes,2,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,89.55,185.55,yes
0376-YMCJC,male,no,no,no,23,yes,yes,fiber_optic,no,no,no,yes,yes,no,month_to_month,yes,electronic_check,90.6,1943.2,yes
6100-FJZDG,male,no,yes,yes,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_automatic,20.05,505.9,no
4829-ZLJTK,female,yes,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,112.4,8046.85,no
1730-VFMWO,female,no,yes,no,34,yes,no,dsl,no,no,no,yes,no,no,month_to_month,no,bank_transfer_automatic,50.2,1815.3,no
7143-BQIBA,male,no,no,no,10,yes,no,dsl,yes,no,no,yes,yes,no,month_to_month,no,bank_transfer_automatic,62.25,612.95,no
3800-LYTRK,female,no,no,no,14,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,55.7,795.15,no
0634-SZPQA,female,no,no,no,23,yes,yes,fiber_optic,yes,no,no,no,yes,no,month_to_month,yes,bank_transfer_automatic,90.05,2169.8,yes
9646-NMHXE,male,no,yes,no,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.65,973.1,no
7030-NJVDP,male,no,yes,no,24,yes,no,fiber_optic,yes,no,no,yes,no,yes,month_to_month,yes,electronic_check,89.25,2210.2,no
5536-RTPWK,male,no,yes,no,49,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,bank_transfer_automatic,99.05,4853.75,yes
8883-GRDWQ,male,yes,no,no,20,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.0,1055.9,no
6166-ILMNY,female,no,no,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,bank_transfer_automatic,69.75,144.55,yes
3097-NNSPB,female,no,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month_to_month,yes,credit_card_automatic,49.05,91.1,yes
7771-ZONAT,male,no,no,no,22,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,two_year,no,bank_transfer_automatic,56.75,1304.85,no
0655-RBDUG,male,no,no,no,7,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,bank_transfer_automatic,98.05,713.0,yes
2111-DWYHN,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,21.1,21.1,no
4194-WHFCB,female,no,yes,yes,59,yes,yes,fiber_optic,no,yes,no,yes,no,yes,month_to_month,yes,bank_transfer_automatic,96.65,5580.8,no
